actor:thegentlemen	actor	The Gentlemen	Gentlemen RaaS|Storm-2697|Phantom Mantis
actor:uat-5918	actor	UAT-5918	
actor:uat-7810	actor	UAT-7810	
actor:uat-8302	actor	UAT-8302	
actor:uat-8616	actor	UAT-8616	
actor:unc6671	actor	UNC6671	BlackFile|Redact|Pink|Falcon
actor:unsafe-ransomware	actor	Unsafe	
actor:verdantbamboo	actor	VerdantBamboo	UNC5221|WARP PANDA
actor:webworm-fishmonger-aquatic-panda-eset-echocreep-graphworm-eu	actor	Webworm	FishMonger|Aquatic Panda|SixLittleMonkeys|Space Pirates
actor:worldleaks	actor	World Leaks	Hunters International
campaign:0din-ai-coding-agent-indirect-pi-dns-txt	campaign	0DIN coding-agent prompt-injection chain	
campaign:acr-stealer-fake-claude	campaign	ACR Stealer fake-Claude distribution	
campaign:claude-session-hijack-infostealers-2026	campaign	Claude session-hijacking infostealer campaign	
campaign:agentjacking-mcp-sentry-injection-2026	campaign	Agentjacking	
campaign:ai-brand-impersonation-storm3075-foxtempest	campaign	AI-brand impersonation malware delivery	
campaign:amazon-ses-bec-2026	campaign	Amazon SES BEC abuse	
campaign:apt28-tradecraft-evolution-2026	campaign	APT28 tradecraft evolution 2026	
campaign:arystinger-botnet	campaign	AryStinger	
campaign:atomic-arch-aur-supply-chain-2026	campaign	Atomic Arch	
campaign:b1ack-stash-46m-card-dump-may-2026-third-free-release-wave	campaign	B1ack's Stash May 2026 card release	
campaign:bluekit-phaas-browser-in-the-middle	campaign	Bluekit PhaaS	
campaign:c0xmo-gafgyt	campaign	C0XMO	
campaign:calypso-red-lamassu-showboat-jfmbackdoor-linux-windows-telco	campaign	Calypso telco espionage campaign	Red Lamassu|Bronze Medley
campaign:certfr-2026-act-016	campaign	CERT-FR CERTFR-2026-ACT-016	 -> MERGED:report:certfr-2026-act-016
campaign:certfr-2026-avi-0564	campaign	CERTFR-2026-AVI-0564	 -> MERGED:trend:spip-2026-rce-wave
campaign:certfr-2026-avi-0572	campaign	CERTFR-2026-AVI-0572	 -> MERGED:trend:centreon-april-2026-vuln-cluster
campaign:chatgphish-chatgpt-markdown-rendering-flaw-permiso-security	campaign	ChatGPhish	
campaign:chinese-language-phaas-otp-relay	campaign	Chinese-language PhaaS OTP-relay ecosystem	
campaign:cisco-talos-badiis-demo-pdb-maas-isapi-backdoor-lwxat-dragon	campaign	BadIIS 'demo.pdb' MaaS backdoor campaign	
campaign:cl-sta-1062-tinyrct	campaign	CL-STA-1062 TinyRCT campaign	
campaign:cl-sta-1132	campaign	CL-STA-1132	
campaign:clickfix-macos-2026	campaign	ClickFix macOS expansion	
campaign:cloud-bucket-hijacking-namespace-reuse	campaign	Cloud-bucket hijacking via namespace reuse	
campaign:cordyceps-github-actions-pwn-request	campaign	Cordyceps	
campaign:cryptobandits-usb-lnk-tor-clipper	campaign	CryptoBandits	
campaign:desckvb-rat-doubleclick-2026	campaign	DesckVB RAT malspam	
campaign:dragonforce-backdoor-turn-teams-relay-byovd	campaign	DragonForce Backdoor.Turn intrusion	
campaign:dutch-police-ncsc-asocks-residential-proxy-takedown	campaign	Asocks residential-proxy takedown	
campaign:ebanking-ipv4-mapped-ipv6-phishing	campaign	IPv4-mapped IPv6 eBanking phishing	
campaign:edpb-cef-2026-transparency	campaign	EDPB Coordinated Enforcement Framework 2026	 -> MERGED:policy:edpb-cef-2026-transparency
campaign:enisa-cve-root-2026	campaign	ENISA expands CVE Numbering Authority Root	 -> MERGED:policy:enisa-cve-root-2026
campaign:eu-cyber-resilience-act	campaign	EU Cyber Resilience Act	 -> MERGED:policy:eu-cyber-resilience-act
campaign:eu-cybersecurity-package-2026	campaign	EU Cybersecurity Package 2026	 -> MERGED:policy:eu-cybersecurity-package-2026
campaign:flooding-dropper-npm-2026-08	campaign	Flooding Dropper	
campaign:famoussparrow-azerbaijan-2026	campaign	FamousSparrow Azerbaijan intrusion	UAT-9244
campaign:fast16-symantec-carbon-black-contemporaneous-stuxnet-nuclea	campaign	Fast16	
campaign:fbi-flash-csa-260526-silent-ransom-group-physical-usb-attacks-us-law-firms	campaign	Silent Ransom Group physical USB intrusions	Luna Moth|UNC3753
campaign:fbi-psa260521-kali365-phaas-oauth-device-code-m365-mfa-bypass	campaign	Kali365 PhaaS	
campaign:fifa-world-cup-2026	campaign	FIFA World Cup 2026 pre-event threat cluster	
campaign:fishmonger-isoon-sprysocks-windows-kernel-rootkit	campaign	FishMonger Windows SprySOCKS campaign	
campaign:flutterbridge-cl-cri-1089	campaign	Operation FlutterBridge	CL-CRI-1089
campaign:fortisandbox-triple-active-exploitation	campaign	FortiSandbox triple exploitation	
campaign:frostyneighbor-2026-05-campaign	campaign	FrostyNeighbor March–May 2026 campaign	Ghostwriter|UNC1151
campaign:funnelkit-funnel-builder-for-woocommerce-actively-exploited-magecart-skimmer	campaign	FunnelKit Magecart injection	
campaign:gamaredon-gammaphish-gammaworm	campaign	Gamaredon GammaPhish / GammaWorm	
campaign:ghost-sender-exchange-online-spoofing	campaign	Ghost-Sender	
campaign:ghost-stadium-phaas-300-fifa-domain-clones-eu-fan-credentials	campaign	Ghost Stadium PhaaS	
campaign:glassworm-developer-botnet-takedown-crowdstrike-google-shadowserver-russia-attri	campaign	GlassWorm takedown	
campaign:grandoreiro-2026-iberian-watchguard-eu-banks-btmob-maas	campaign	Grandoreiro 2026 Iberian campaign	
campaign:huntress-potemkin-loader-rmmproject-clickfix-abe-bypass	campaign	Potemkin / RMMProject ClickFix campaign	
campaign:icarus-klue-salesforce-oauth	campaign	Icarus Salesforce OAuth extortion	
campaign:installfix	campaign	InstallFix	
campaign:interpol-operation-ramz-mena-cybercrime-13-country-201-arre	campaign	INTERPOL Operation Ramz	
campaign:ironworm	campaign	IronWorm	
campaign:island-badblocker-adblock-youtube-extension	campaign	BadBlocker	
campaign:italy-low-cost-commercial-spyware-morpheus-spyrtacus	campaign	Italian low-cost commercial spyware	
campaign:jdy-botnet-volt-typhoon-2026	campaign	JDY botnet	
campaign:jetbrains-marketplace-malicious-ai-plugins	campaign	Malicious JetBrains Marketplace AI plugins	
campaign:jfrog-vscode-folderopen-task-npm-go-supply-chain-infostealer	campaign	npm/Go folderOpen-task infostealer campaign	
campaign:jinx-0164-crypto-firms-linkedin-audiofix-minirat	campaign	JINX-0164	
campaign:kimsuky-pebbledash-hellodoor-trycloudflare-tunnel-c2-evolution	campaign	Kimsuky HelloDoor / PebbleDash C2 evolution	
campaign:llmshare-malvertising-chatgpt-share-links-infostealer-google	campaign	LLMShare	
campaign:lshiy-ropc-azure-cli-password-spray-2026	campaign	LSHIY Azure CLI ROPC token-spray	LSHIY password spray
campaign:macos-clickfix-hdiutil-amos	campaign	macOS ClickFix hdiutil campaign	
campaign:magecart-stripe-api-skimmer-customer-metadata	campaign	Stripe-metadata Magecart skimmer	
campaign:malicious-perplexity-ai-chrome-extension-keystroke-intercept	campaign	Fake 'Perplexity AI' Chrome extension	
campaign:mastra-easy-day-js-supply-chain	campaign	Mastra easy-day-js backdoor	
campaign:megalodon-mass-github-cicd-backdoor-5561-repos-sysdiag-optimize-build	campaign	Megalodon	
campaign:miasma-redhat-npm-supply-chain	campaign	Miasma	
campaign:microsoft-ai-chatbot-search-poisoning-cryptojacking-screenconnect-process-hollow	campaign	AI-chatbot search-poisoning cryptojacking	
campaign:mini-shai-hulud	campaign	Mini Shai-Hulud	Phantom Gyp
campaign:muddywater-chaos-2026	campaign	MuddyWater Chaos false-flag	
campaign:muddywater-seedworm-fortemedia-sentinelone-dll-sideload-chromelevator-nodejs	campaign	MuddyWater Q1 2026 DLL side-loading campaign	
campaign:mustang-panda-zohomurk-zoho-workdrive-deaddrop-c2	campaign	Mustang Panda ZOHOMURK	
campaign:ncsc-ch-jobseeker-targeting-2026	campaign	Job-seeker targeting wave (CH)	
campaign:ncsc-ch-m365-voicemail-phishing-week25	campaign	M365 voicemail-phishing wave (CH)	
campaign:nightmare-eclipse-microsoft-dcu-threat-greenplasma-miniplasmaaac	campaign	Nightmare Eclipse Windows zero-day series	
campaign:npm-dependency-confusion-internal-namespace-campaigns-ms-sonatype	campaign	npm dependency-confusion wave 2026	
campaign:oceanlotus-apt32-fireant-supplychain-2026	campaign	OceanLotus FireAnt supply-chain compromise	
campaign:openclaw-clawhub-malicious-ai-skills	campaign	Malicious OpenClaw ClawHub skills	
campaign:openclaw-prompt-injection-agent-phishing-2026	campaign	OpenClaw agent-phishing disclosures	
campaign:operation-dragon-weave	campaign	Operation Dragon Weave	
campaign:operation-endgame-amadey-stealc	campaign	Operation Endgame — Amadey/StealC takedown	
campaign:operation-xenofiscal-sidecopy	campaign	Operation XENOFISCAL	
campaign:outsider-phaas-gemini-2026	campaign	Outsider PhaaS	
campaign:packagist-laravel-lang-supply-chain-2026	campaign	Packagist Laravel-Lang supply-chain wave	
campaign:photo-zip-tonrat-hospitality	campaign	'Photo ZIP' hospitality phishing	
campaign:popa-vo1d-residential-proxy-botnet	campaign	Popa residential-proxy botnet	NetNut|Popa
campaign:postcss-npm-typosquat-python-rat	campaign	PostCSS npm typosquat campaign	
campaign:prinz-eugen-ransomware	campaign	Prinz Eugen	
campaign:railway-device-code-phishing-m365-2026	campaign	Railway device-code phishing	
campaign:roadtools-weaponised-by-midnight-blizzard-curious-serpens-uta0355-entra-id	campaign	ROADtools weaponisation (Entra ID)	
campaign:rust-crypto-clipper-virustotal-reputation	campaign	Rust crypto-clipper VirusTotal abuse	
campaign:sans-isc-akira-kill-chain-sslvpn-syslog-evtx-no-edr	campaign	Akira kill-chain reconstruction (SANS ISC)	
campaign:sans-isc-steganographic-jpeg-loader-cloudflare-workers-r2	campaign	WeTransfer steganographic JPEG loader	
campaign:scarcruft-narwhalrat	campaign	ScarCruft NarwhalRAT campaign	
campaign:screenconnect-asyncrat-seo-poisoning	campaign	Trojanised ScreenConnect AsyncRAT campaign	
campaign:sekoia-errtraffic-clickfix-maas-polygon-c2	campaign	ErrTraffic	
campaign:sentinelone-living-off-the-pipeline-2026	campaign	Living Off the Pipeline	
campaign:shapedplugin-supply-chain-2026	campaign	ShapedPlugin Pro supply-chain backdoor	
campaign:shinyhunters-peoplesoft-2026	campaign	ShinyHunters PeopleSoft campaign	
campaign:signal-support-impersonation-backup-recovery-key-phishing	campaign	'Signal Support' recovery-key phishing	
campaign:smartapesg-clickfix-staging-rat-to-netsupport-manager	campaign	SmartApeSG ClickFix campaign	
campaign:sms-blaster-ch-2026	campaign	SMS-blaster smishing (Switzerland)	
campaign:stac3725-citrixbleed2-iab-dragonforce	campaign	STAC3725 CitrixBleed 2-to-DragonForce IAB chain	CitrixBleed 2 initial-access-broker runbook
campaign:stegoad-darkspectre-119-edge-extensions-steganography	campaign	StegoAd	DarkSpectre
campaign:stock-exchange-mailbox-espionage-2026	campaign	Stock-exchange mailbox espionage	
campaign:storm-2949-sspr-to-key-vault-azure-cloud-wide-kill-chain	campaign	Storm-2949 SSPR-to-Key-Vault kill chain	
campaign:strikeshark-sharkloader	campaign	StrikeShark	SharkLoader
campaign:svg-ecmascript-phishing-2026	campaign	SVG application/ecmascript phishing wave	
campaign:tds-security-tool-impersonation-checkpoint	campaign	Security-tool impersonation TDS campaign	SessionGate|RemusStealer|AnimateClipper
campaign:teampcp-shai-hulud-copycat-wave-ox-security-checkmarx-pcpja	campaign	Shai-Hulud copycat wave	
campaign:teams-external-chat-phishing	campaign	Microsoft Teams external-chat phishing	
campaign:the-gentlemen-ransomware-storm2697	campaign	The Gentlemen self-propagating encryptor	
campaign:trapdoor	campaign	TrapDoor	
campaign:turla-stockstay	campaign	Turla STOCKSTAY campaign	
campaign:tycoon2fa-oauth-device-authorization-grant-microsoft-365-post-takedown	campaign	Tycoon2FA post-takedown resurgence	
campaign:uac0226-giftedcrook-winrar-cve-2025-8088	campaign	UAC-0226 GIFTEDCROOK WinRAR exploitation	
campaign:unc6508-infinitered-redcap-2026	campaign	UNC6508 INFINITERED campaign	
campaign:underground-ai-adoption-sophos	campaign	Cybercrime-underground AI adoption	
campaign:unit42-phantom-squatting-hallucinated-domains	campaign	Phantom Squatting	
campaign:unk-deaddrop-2026	campaign	UNK_DeadDrop	
campaign:velvet-ant-operation-highland-2026	campaign	Velvet Ant Operation Highland	
campaign:whatsapp-vbs-manageengine-rmm	campaign	WhatsApp VBScript RMM campaign	
campaign:wordpress-steam-profile-c2-unicode-steganography	campaign	WordPress Steam-profile C2 malware	
campaign:zimperium-rokarolla-android-banker-217-apps	campaign	Rokarolla	
incident:7-eleven-confirms-shinyhunters-salesforce-breach-600k-recor	incident	7-Eleven Salesforce breach	
incident:actions-cool-issues-helper-github-action-compromised-53-tag	incident	actions-cool/issues-helper compromise	
incident:adapthealth-contractor-session-hijack-8k	incident	AdaptHealth contractor session hijack	
incident:adt-cloud-breach-2026	incident	ADT Inc. cloud environment breach	
incident:afc-ajax-amsterdam-arrest-2026-05-26-300k-fan-records-shared-keys-misconfigured	incident	AFC Ajax fan-data breach	
incident:aflac-japan-portal-breach-2026	incident	Aflac Japan subsidiary portal breach	
incident:arwini-lower-saxony-statutory-prescription-audit-body-data	incident	ARWINI data exfiltration	
incident:audia6-crypto-laundering-takedown-2026	incident	AudiA6 laundering-service takedown	
incident:awesome-motive-cdn-supply-chain-2026	incident	Awesome Motive CDN supply-chain attack	
incident:bka-crimenetwork-takedown-2026	incident	Crimenetwork relaunch takedown	
incident:braintrust-aws-breach-2026	incident	Braintrust AWS breach	
incident:brazil-cell-broadcast-hijack	incident	Brazil Cell Broadcast hijack	
incident:bwh-hotels-breach-2026	incident	BWH Hotels reservation breach	
incident:cal-water-handala-rtkbase-gnss-2026	incident	California Water Service breach (Handala)	
incident:california-ag-sues-23andme-chrome-holding-2023-genetic-breach	incident	California AG v. 23andMe	
incident:carnival-corporation-5-99m-shinyhunters-breach-2026	incident	Carnival Corporation breach	
incident:cellebrite-ufed-russia-pivovarov	incident	Cellebrite UFED use on Pivovarov	
incident:cert-lv-lvm-olpha-ransomware-2026	incident	CERT.LV LVM/Olpha ransomware intrusion (2026)	Latvijas valsts meži ransomware|LVM cyberattack
incident:ch-efk-federal-cyber-governance-audit	incident	EFK federal cyber-governance audit	
incident:checkmarx-jenkins-ast-plugin-2026	incident	Checkmarx Jenkins plugin backdoor	
incident:chipsoft-embargo-2026	incident	ChipSoft ransomware breach	
incident:cisa-nightwing-contractor-aws-govcloud-keys-exposed-github	incident	CISA/Nightwing GovCloud key exposure	
incident:clinical-diagnostics-nmdl-igj-2026	incident	Clinical Diagnostics NMDL ruling	
incident:cnil-fines-iqvia-5m-health-data-warehouse-security-failures	incident	CNIL IQVIA fine	
incident:conti-lytvynenko-guilty-plea-2026	incident	Conti developer Lytvynenko guilty plea	
incident:coupang-pipc-record-fine-2026	incident	Coupang PIPC record fine	
incident:cyber-europe-2026-eu-cybersecurity-reserve	incident	Cyber Europe 2026	
incident:daemon-tools-supply-chain-2026	incident	DAEMON Tools supply-chain compromise	
incident:dashlane-totp-brute-force-2026	incident	Dashlane TOTP brute-force	
incident:denic-dnssec-outage-2026	incident	DENIC .de DNSSEC outage	
incident:dentaquest-shinyhunters-2026	incident	DentaQuest	
incident:dfir-bumblebee-adaptixc2-akira-seo-poisoning-killchain	incident	Bumblebee → AdaptixC2 → Akira intrusion	
incident:dhs-hsin-breach-2026	incident	DHS HSIN breach	
incident:die-linke-qilin-2026	incident	Die Linke ransomware breach	
incident:digicert-support-portal-2026	incident	DigiCert support-portal compromise	
incident:dream-market-admin-arrest-2026-05	incident	Dream Market admin arrest	
incident:drupal-core-highly-critical-pre-patch-warning-psa-2026-05-18	incident	Drupal core pre-patch warning (PSA-2026-05-18)	
incident:dutch-hotels-booking-saas-breach-2026	incident	Dutch/Belgian/Irish booking-SaaS breach	
incident:eurail-breach-2026	incident	Eurail breach	
incident:europol-shadow-it-2026	incident	Europol shadow-IT disclosure	
incident:fortibleed-fortigate-credential-exposure	incident	FortiBleed	
incident:foxconn-nitrogen-2026	incident	Foxconn Nitrogen ransomware	
incident:france-ants-breach-2026	incident	France ANTS breach	
incident:grafana-labs-coinbasecartel-pwn-request-github-actions-breac	incident	Grafana Labs CoinbaseCartel breach	
incident:groupe-3r-akira-2026	incident	Groupe 3R ransomware breach	
incident:hcrg-medusa-notification-delay	incident	HCRG notification delay	
incident:huawei-vrp-enterprise-router-zero-day-post-luxembourg-2025-o	incident	POST Luxembourg outage (Huawei VRP zero-day)	
incident:ico-london-clinic-princess-wales-insider	incident	London Clinic insider caution	
incident:ico-poca-confiscation-rizwan-manjra-markerstudy-off-hours-bu	incident	Markerstudy insider POCA confiscation	
incident:ico-rac-poca-2026	incident	RAC insider POCA confiscation	
incident:inditex-zara-breach-2026	incident	Inditex (Zara) breach	
incident:instructure-canvas-2026	incident	Instructure (Canvas LMS) breach	
incident:irhythm-data-theft-2026	incident	iRhythm data theft	
incident:jaguar-land-rover-ransomware-2025	incident	Jaguar Land Rover 2025 ransomware	
incident:japan-digital-agency-gss-breach-2026-09	incident	Japan Digital Agency GSS unauthorized-access incident (2026-09)	デジタル庁 GSS 不正アクセス
incident:jdownloader-supply-chain-2026	incident	JDownloader official site compromised	
incident:kddi-isp-email-platform-breach-2026	incident	KDDI email-platform breach	
incident:kimwolf-dort-jacob-butler-ddos-botnet-arrest-ottawa-aisuru-variant	incident	Kimwolf DDoS-for-hire arrest	Dort
incident:kodak-shinyhunters-breach	incident	Kodak breach	
incident:kyushu-electric-ssd-loss-2026	incident	Kyushu Electric SSD loss	
incident:lithuania-centre-of-registers-2026	incident	Lithuania Centre of Registers breach	
incident:maine-breach-portal-fraudulent-filings-2026	incident	Maine breach-portal abuse	
incident:mediaworks-hungary-2026	incident	Mediaworks Kft (Hungary)	
incident:medtronic-shinyhunters-corporate-it-breach	incident	Medtronic breach	
incident:medusalocker-canton-zurich-baudirektion-2026	incident	Canton Zürich Baudirektion listing	
incident:meta-ai-eval-containment-breach-2026-08	incident	Meta AI cybersecurity-evaluation containment breach (August 2026)	
incident:meta-instagram-ai-support-account-takeover	incident	Instagram AI-support account takeovers	
incident:meta-nso-whatsapp-contempt	incident	Meta v. NSO contempt complaint	
incident:microsoft-dcu-disrupts-fox-tempest-malware-signing-as-a-servi	incident	Microsoft DCU Fox Tempest disruption	
incident:msg-shinyhunters-vishing-entra	incident	Madison Square Garden breach	
incident:munich-lhm-services-120k-student-records-darknet-insider	incident	Munich LHM-Services breach	
incident:naic-peoplesoft-oracle-zero-day-shinyhunters	incident	NAIC PeopleSoft breach	
incident:navient-outside-law-firm-ransomware-8k	incident	Navient fourth-party ransomware exposure	
incident:nayax-cloud-account-breach-2026	incident	Nayax cloud-account incident	
incident:ncsc-ch-booking-hotel-phishing-2026	incident	Booking.com-fed hotel phishing (CH)	
incident:nextcloud-gmbh-elasticsearch-exposure-2026	incident	Nextcloud GmbH corporate Elasticsearch data exposure (2026)	Nextcloud data leak
incident:nfsp-cpanel-ransomware-2026	incident	NFSP ransomware	
incident:nidec-chaun-choung-blackfield-ransomware-2026	incident	Nidec Chaun Choung ransomware	
incident:nintendo-tinypulse-shadowbyt3	incident	Nintendo TinyPulse breach	
incident:nl-fiod-stark-industries-worktitans-mirhosting-800-servers-eu-sanctions-arrest	incident	Stark Industries hosting arrests	
incident:node-ipc-supply-chain-2026-05	incident	node-ipc backdoor	
incident:novo-nordisk-clinical-trial-breach-2026	incident	Novo Nordisk data theft	
incident:nx-console-vs-code-extension-18-95-0-compromised-stolen-publ	incident	Nx Console extension compromise	
incident:odido-telecom-breach-netherlands-2026	incident	Odido (Netherlands telecom) ShinyHunters breach	Odido hack|Odido/Ben data breach
incident:ofac-nobitex-iran-sanctions-2026	incident	OFAC Nobitex sanctions	
incident:one-medical-amazon-shinyhunters	incident	One Medical legacy-storage breach	
incident:openai-tanstack-breach-2026-05	incident	OpenAI supply-chain exposure	
incident:operation-endgame-socgholish-ta569	incident	Operation Endgame — SocGholish expansion	
incident:operation-saffron-first-vpn-takedown-33-servers-27-countri	incident	Operation Saffron	First VPN Service|1VPNS
incident:oxford-careerconnect-breach	incident	Oxford CareerConnect breach	
incident:pdag-email-phishing-2026	incident	PDAG email-account compromise	
incident:pegasus-mep-kouloglou-pega-committee-2026	incident	Pegasus infection of PEGA-Committee MEP Stelios Kouloglou	Kouloglou Pegasus hack|PEGA Committee Pegasus targeting
incident:polish-water-ot-2026	incident	Polish water-treatment OT intrusion	
incident:polyfill-io-domain-reactivates-http-401-credential-prompts	incident	polyfill.io reactivation	
incident:posthog-aws-exploit-eu-us-cloud-credential-rotation	incident	PostHog AWS exploit	
incident:pwn2own-berlin-2026	incident	Pwn2Own Berlin 2026	
incident:rhysida-claims-stuttgart-municipal-data-5btc-city-denies-confirmed-incident	incident	Rhysida Stuttgart claim	
incident:servicenow-unauth-rest-api-2026	incident	ServiceNow unauthenticated REST exposure	
incident:shinyhunters-charter-spectrum-listing-42m-claim	incident	Charter/Spectrum listing	
incident:silver-fox-arrests-china-2026	incident	Silver Fox arrests	
actor:silver-fox	actor	Silver Fox	Void Arachne
malware:valleyrat	malware	ValleyRAT	Winos 4.0|Winos4.0
incident:skoda-shop-breach-2026	incident	Škoda online-shop breach	
incident:south-staffordshire-water-ico-2026	incident	South Staffordshire Water ICO fine	
incident:spain-national-police-arrest-doxer-incibe-ag-civil-guard	incident	Spanish doxer arrest	
incident:sysdig-trt-llm-agent-driven-intrusion-marimo-cve-2026-39987	incident	First observed LLM-agent-driven intrusion	
incident:tchap-french-government-messenger-breach	incident	Tchap messenger breach	
incident:texas-parks-wildlife-vendor-breach	incident	Texas Parks & Wildlife vendor breach	
incident:tfl-scattered-spider-2024	incident	Transport for London 2024 intrusion	
incident:thegentlemen-vsfs-devo-tech-leak-site-listing	incident	The Gentlemen leak-site listings (VSFS, DEVO-Tech)	
incident:thorchain-gg20-tss-vault-drain-11m-nine-chains-switzerland	incident	THORChain vault drain	
incident:trellix-source-code-2026	incident	Trellix source-code breach	
incident:uk-ico-commissioner-resignation-2026	incident	UK ICO Commissioner resignation	
incident:uk-visa-portal-s3-100k-passport-selfies-exposure	incident	UK visa-portal lookalike exposure	
incident:ukrposhta-2026-06	incident	Ukrposhta disruption	
incident:unimed-german-hospitals-2026	incident	Unimed hospital-billing breach	
incident:vimeo-anodot-2026	incident	Vimeo breach (Anodot)	
incident:west-pharma-8k-2026	incident	West Pharmaceutical ransomware	
incident:wfp-gaza-sra-breach-2026	incident	UN WFP Gaza registration breach	
incident:xsolis-healthcare-ai-breach-2026	incident	Xsolis breach	
policy:apobank-psd2-ruling-2026	policy	LG Berlin II Apobank PSD2 ruling	
policy:cisa-bod-26-04	policy	CISA BOD 26-04	
policy:edpb-cef-2026-transparency	policy	EDPB Coordinated Enforcement Framework 2026	CEF 2026
policy:edpb-gdpr-art33-breach-notification-template-2026	policy	EDPB Art. 33 breach-notification template	
policy:enisa-cve-root-2026	policy	ENISA CVE Numbering Authority Root expansion	
policy:enisa-sbom-adoption-state-of-play-2026	policy	ENISA SBOM Adoption State of Play 2026	
policy:eu-20th-russia-sanctions-mss-prohibition-2026	policy	EU 20th Russia sanctions package	
policy:eu-cyber-resilience-act	policy	EU Cyber Resilience Act	CRA
policy:eu-cybersecurity-package-2026	policy	EU Cybersecurity Package 2026	
policy:eu-nis2-cjeu-referral-france-spain-2026	policy	NIS2 CJEU referral (France, Spain)	
policy:europol-mandate-libe-pause-2026	policy	Europol mandate-expansion pause demand	
policy:germany-cra-implementation-bill-2026	policy	Germany CRA implementation bill	
policy:germany-cybersicherheitsstaerkungsgesetz	policy	Germany Cybersicherheitsstärkungsgesetz	
policy:germany-kritis-dachg-2026	policy	Germany KRITIS-Dachgesetz	
policy:npm-staged-publishing-2fa	policy	npm staged publishing GA	
policy:npm-v12-install-scripts-default-off-2026	policy	npm v12 install-scripts default-off	
policy:poland-nis2-transposition-2026	policy	Poland NIS2 transposition	
report:bauman-gru-pipeline-investigation-2026	report	Bauman 'Department No. 4' investigation	
report:certfr-2026-act-016	report	CERT-FR agentic-AI risk report (CERTFR-2026-ACT-016)	CERTFR-2026-ACT-016
report:checkpoint-ai-security-report-2026	report	Check Point Annual AI Security Report 2026	CPR AI Security Report 2026
report:checkpoint-research-ai-threat-landscape-march-april-2026-mexico-nine-agencies-ev	report	Check Point AI Threat Landscape Digest (Mar–Apr 2026)	
report:crowdstrike-tech-threat-landscape-2026	report	CrowdStrike 2026 Technology Threat Landscape Report	
report:dragos-2025-ot-frontlines	report	Dragos 2025 OT Cybersecurity Year in Review	
report:dragos-industrial-ransomware-q1-2026	report	Dragos Q1 2026 Industrial Ransomware Analysis	
report:elastic-aadgraph-entra-detection-2026	report	Elastic AAD Graph detection guidance	
report:enisa-nis360-2026	report	ENISA NIS360 2026	
report:eset-apt-activity-report-q4-2025-q1-2026-sandworm-lazarus	report	ESET APT Activity Report Q4 2025 – Q1 2026	
report:eset-gamaredon-2025	report	ESET Gamaredon 2025 annual paper	
report:eset-threat-report-h1-2026	report	ESET Threat Report H1 2026	
report:five-eyes-safeguarding-our-secrets	report	'Safeguarding Our Secrets' bulletin	
report:g7-evian-2026	report	NCSC-CH G7 Évian pre-event advisory	
report:gtig-ai-threat-tracker-may-2026	report	GTIG AI Threat Tracker (May 2026)	
report:gtig-europe-2025	report	GTIG Europe Data Leak Landscape 2025	
report:iocta-2026	report	Europol IOCTA 2026	
report:kaspersky-q1-2026-exploits	report	Kaspersky Q1 2026 Exploits and Vulnerabilities Report	
report:linux-prctl-process-masquerading	report	Linux prctl process-masquerading analysis	
report:mtrends-2026	report	Mandiant M-Trends 2026	
